Date,Open,High,Low,Close,Volume
2024-03-29,1000.0,1070.0,950.0,950.0,5161193.0
2024-04-01,950.0,980.0,930.0,976.2,1228077.0
2024-04-02,978.7,980.0,956.3,960.0,440466.0
2024-04-03,960.7,985.6,957.7,984.2,721157.0
2024-04-04,985.8,1024.0,977.0,1005.0,876203.0
2024-04-05,1005.9,1018.0,991.0,1011.5,773375.0
2024-04-08,1015.8,1024.0,1011.5,1015.5,424737.0
2024-04-09,1016.0,1021.4,991.4,997.9,458853.0
2024-04-10,1000.0,1009.0,991.0,1002.0,392253.0
2024-04-11,1002.2,1015.8,995.1,1005.0,300197.0
2024-04-12,1006.0,1014.9,995.2,997.1,229288.0
2024-04-15,1005.0,1006.3,991.0,991.7,259860.0
2024-04-16,994.8,1010.0,991.4,1008.0,500249.0
2024-04-17,1011.1,1017.2,1001.0,1004.3,295211.0
2024-04-18,1004.3,1014.3,1001.1,1005.0,267178.0
2024-04-19,1007.0,1048.8,1002.1,1040.0,1164328.0
2024-04-22,1040.2,1048.7,1025.8,1044.0,699181.0
2024-04-23,1044.6,1054.0,1025.1,1037.2,438537.0
2024-04-24,1045.0,1048.0,1031.0,1044.0,654011.0
2024-04-25,1045.1,1056.0,1033.0,1050.0,659590.0
2024-04-26,1050.9,1059.9,1030.5,1054.7,519840.0
2024-04-27,1051.4,1052.8,1030.0,1047.0,391638.0
2024-04-29,1047.0,1059.9,1041.0,1050.0,80835.0
2024-04-30,1051.2,1053.6,1040.0,1040.6,50406.0
2024-05-02,1049.2,1049.9,1030.7,1046.5,164201.0
2024-05-03,1047.1,1054.0,1043.5,1047.2,109201.0
2024-05-06,1047.9,1048.0,1032.0,1035.5,147993.0
2024-05-07,1035.4,1035.5,1020.0,1023.2,180165.0
2024-05-08,1023.5,1040.0,1010.0,1038.7,179916.0
2024-05-10,1038.0,1043.2,1035.0,1036.3,41334.0
2024-05-13,1036.0,1036.5,1025.2,1028.0,152380.0
2024-05-14,1030.0,1032.0,1020.6,1025.9,102093.0
2024-05-15,1025.9,1029.8,1013.5,1014.7,138929.0
